# id,beta
1601,3.69292
1602,3.69292
1603,3.69292
1604,0.73687
1605,3.69292
1606,3.69292
1607,3.69292
1608,3.69292
1609,3.69292
1610,3.69292
1611,3.69292
1612,3.69292
1613,3.69292
1614,3.69292
1615,3.69292
1616,3.69292
1617,3.69292
1618,3.69292
1619,3.69292
1620,3.69292
1621,3.69292
1622,3.69292
1623,3.69292
1624,3.69292
1625,3.69292
1626,3.69292
1627,3.69292
1628,3.69292
1629,1.52087
1630,0.80654
1631,2.03107
1632,2.03107
1633,2.03107
1634,4.15963
1635,1.59458
1636,4.15963
1637,4.15963
1638,2.27252
1639,4.15963
1640,4.15963
1641,3.41709
1642,3.41709
1643,3.41709
1644,3.41709
1645,1.11746
1646,3.41709
1647,3.41709
1648,3.41709
1649,3.41709
1650,1.13168
1651,3.41709
1652,3.41709
1653,4.15588
1654,4.15588
1655,4.15588
1656,4.15588
1657,4.15588
1658,1.72178
1659,4.15588
1660,1.72178
1661,1.23814
1662,4.15588
1663,4.15588
1664,4.15588
1665,4.15588
1666,2.62850
1667,4.15588
1668,0.61453
1669,2.62850
1670,4.15588
1671,2.62850
1672,4.15588
1673,1.15773
1674,0.71028
1675,4.15588
1676,2.62850
1677,2.48707
1678,3.90426
1679,3.90426
1680,1.11338
1681,2.48707
1682,3.90426
1683,1.18217
1684,2.48707
1685,3.90426
1686,2.48707
1687,2.48707
1688,1.33914
1689,1.33914
1690,3.90426
1691,3.90426
1692,2.48707
1693,2.48707
1694,0.61712
1695,3.90426
1696,1.18217
1697,2.48707
1698,2.48707
1699,1.08752
1700,3.90426
1701,1.39780
1702,0.82022
1703,3.90426
1704,2.48707
1705,3.90426
1706,3.90426
1707,4.07807
1708,0.62374
1709,4.07807
1710,2.43428
1711,4.07807
1712,1.58147
1713,2.43428
1714,3.37192
1715,3.37192
1716,3.37192
1717,3.37192
1718,3.37192
1719,3.37192
1720,0.55596
1721,3.37192
1722,1.15825
1723,0.53884
1724,3.37192
1725,1.01993
1726,1.60455
1727,3.37192
1728,1.31741
1729,3.37192
1730,3.37192
1731,3.37192
1732,3.37192
1733,3.37192
1734,3.37192
1735,3.37192
1736,1.60455
1737,3.37192
1738,3.37192
1739,3.37192
1740,3.37192
1741,3.37192
1742,1.62786
1743,3.54194
1744,3.54194
1745,3.54194
1746,3.54194
1747,3.54194
1748,3.54194
1749,3.54194
1750,3.54194
1751,1.11677
1752,3.54194
1753,1.53331
1754,3.54194
1755,3.54194
1756,1.53331
1757,0.87544
1758,3.54194
1759,3.54194
1760,3.54194
1761,3.54194
1762,3.54194
1763,3.54194
1764,3.54194
1765,3.54194
1766,3.54194
1767,3.54194
1768,3.54194
1769,3.54194
1770,3.54194
1771,3.54194
1772,3.69260
1773,3.69260
1774,3.69260
1775,3.69260
1776,3.69260
1777,3.69260
1778,3.69260
1779,3.69260
1780,3.69260
1781,3.69260
1782,3.69260
1783,3.69260
1784,3.69260
1785,3.69260
1786,3.69260
1787,3.69260
1788,3.69260
1789,3.69260
1790,3.69260
1791,3.69260
1792,3.69260
1793,3.69260
1794,3.69260
1795,3.69260
1796,3.91219
1797,2.06431
1798,3.91219
1799,3.91219
1800,3.91219
1801,3.91219
1802,1.43708
1803,3.91219
1804,0.59404
1805,1.48099
1806,1.93515
1807,3.91219
1808,3.91219
1809,3.91219
1810,3.91219
1811,3.91219
1812,1.08595
1813,2.06431
1814,4.22612
1815,4.22612
1816,4.22612
1817,2.17841
1818,4.22612
1819,1.36588
1820,1.99019
1821,0.82655
1822,1.84535
1823,1.18945
1824,1.36588
1825,1.70427
1826,1.43648
1827,4.22612
1828,0.70757
1829,4.22612
1830,1.99019
1831,1.51200
1832,4.22612
1833,4.22612
1834,4.22612
1835,1.51200
1836,1.14357
1837,1.99019
1838,1.36588
1839,1.28854
1840,1.78149
1841,3.54536
1842,3.54536
1843,1.78149
1844,3.54536
1845,0.75165
1846,3.54536
1847,3.54536
1848,0.58992
1849,1.17475
1850,3.54536
1851,3.74825
1852,2.30868
1853,3.74825
1854,2.30868
1855,2.30868
1856,3.74825
1857,1.19049
1858,2.30868
1859,3.74825
1860,3.74825
1861,3.74825
1862,3.74825
1863,2.30868
1864,1.17264
1865,2.30868
1866,2.30868
1867,2.30868
1868,3.74825
1869,3.74825
